#group,FALSE,FALSE,FALSE,FALSE
#datatype,string,dateTime:RFC3339,string,long
#default,,,,
,host,time,topic,value
,LAPTOP-8866L08J,2024-04-28T15:50:38.910557924Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:40.073392792Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:41.061146327Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:42.144454963Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:43.224370358Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:44.349110505Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:45.400981238Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:46.475423249Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:47.571932776Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:48.659796554Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:49.812023092Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:50.815515302Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:53.331911839Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:57.36297044Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:57.373810697Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:58.419616259Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:58.439574608Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:59.684780614Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:50:59.68478096Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:00.576326535Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:00.585878868Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:01.713027568Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:01.71302844Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:09.31048996Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:09.324194269Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:10.354470573Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:10.366577547Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:11.450469186Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:11.462475355Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:12.49454963Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:12.506576161Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:13.611222629Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:13.622322331Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:14.676158911Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:14.686252863Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:15.779942786Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:15.785516525Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:16.834419476Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:16.846124749Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:17.936380411Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:17.94839969Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:19.038534978Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:19.042401574Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:20.092733212Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:20.102740855Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:21.188966797Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:21.192423494Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:22.260543739Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:22.272271965Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:23.340777675Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:23.353533692Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:29.880403325Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:29.880588907Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:30.963353075Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:30.974522Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:32.079772033Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:32.088212337Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:38.519185973Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:38.53204471Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:39.597978861Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:39.61082078Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:40.712734072Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:40.720817767Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:41.789075226Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:41.802510874Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:42.867316943Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:42.878930588Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:43.958820938Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:43.972350086Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:45.023341228Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:45.034642575Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:52.613399416Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:52.620798709Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:53.705934822Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:53.713736605Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:54.775062919Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:54.782922603Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:55.867197968Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:55.872185448Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:56.979038684Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:56.985222768Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:58.054213457Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:58.057308177Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:59.119621061Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:51:59.12521487Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:00.213969365Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:00.22029817Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:01.313890416Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:01.320775005Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:02.372047825Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:02.377115148Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:03.469461052Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:03.475581832Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:04.543642987Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:04.555788572Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:05.664996664Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:05.670039515Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:06.708406464Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:06.713823285Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:07.799413262Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:07.814102915Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:08.915504402Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:08.923771169Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:09.984600226Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:09.990703747Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:11.04178572Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:11.047498859Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:12.124236923Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:12.133717149Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:13.219783672Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:13.225684428Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:14.320104794Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:14.325343101Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:15.380502271Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:15.386261156Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:16.495734048Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:16.506083893Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:17.547654669Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:17.547656141Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:18.654311345Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:18.661195099Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:19.753500373Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:19.753518989Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:20.825677932Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:20.832338852Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:21.893003169Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:21.898179036Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:22.984461298Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:22.9919003Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:24.040928183Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:24.052670995Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:25.162155275Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:25.173092602Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:26.282402184Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:26.29770889Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:32.718815298Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:32.724222707Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:33.814927383Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:33.815087096Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:34.919634552Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:34.934178939Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:36.038506913Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:36.053491579Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:37.06271095Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:37.075149108Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:38.142675905Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:38.154861853Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:39.263301939Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:39.269407117Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:40.34866939Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:40.354736557Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:41.392928986Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:41.402799937Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:42.478784615Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:42.484519927Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:43.564994425Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:43.572891231Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:44.660881542Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:44.66396225Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:45.726960106Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:45.733558901Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:46.813227047Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:46.819299954Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:47.912329377Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:47.919567757Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:48.993619642Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:49.002447067Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:50.062589184Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:50.075275718Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:51.389802021Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:51.401587345Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:59.824729997Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:52:59.835091408Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:00.902491545Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:00.913628628Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:01.995683042Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:02.005528022Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:03.080355925Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:03.094472299Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:04.178348875Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:04.188167726Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:05.23794011Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:05.254044379Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:06.317393574Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:06.327554867Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:07.428904407Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:07.439628474Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:08.50115095Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:08.511466365Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:09.586806923Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:09.602224872Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:10.672371293Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:10.681236021Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:11.756412798Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:11.767880575Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:12.83835942Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:12.854561607Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:13.937474074Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:13.949023697Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:20.407667073Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:20.419404553Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:21.618048411Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:21.630423577Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:22.588054155Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:22.599477091Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:23.697322441Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:23.707786637Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:24.753367821Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:24.764001939Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:25.848608295Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:25.862250759Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:26.930019351Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:26.93451148Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:28.028145294Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:28.034329788Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:29.143976042Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:29.154091025Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:30.184824311Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:30.193451936Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:31.273581201Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:31.284178226Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:32.358410429Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:32.364374228Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:33.482536837Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:33.495214385Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:34.518541482Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:34.524486162Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:35.603259431Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:35.614222588Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:36.695122262Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:36.695288648Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:37.792121788Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:37.804403532Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:38.848752958Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:38.860535023Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:39.939021434Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:39.945476537Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:41.033072048Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:41.03946328Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:42.102298568Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:42.114491352Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:43.192614056Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:43.19801381Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:44.261372519Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:44.268429891Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:45.357124283Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:45.363566447Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:46.438982838Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:46.444418498Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:47.512949183Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:47.518384062Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:48.606937691Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:48.620119037Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:49.703613785Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:49.710270553Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:50.763451631Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:50.776805397Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:51.863129562Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:51.868226105Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:52.964771619Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:52.96876214Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:54.028707624Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:53:54.028707645Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:01.649334033Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:02.699313316Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:03.805527363Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:04.885375847Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:05.95612692Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:07.06472553Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:08.137835788Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:09.467449904Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:16.797381628Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:17.916918263Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:19.008114228Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:20.10587483Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:21.131733917Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:22.213983622Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:23.357818629Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:24.437977954Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:25.473673483Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:26.571699282Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:27.662087829Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:28.732257375Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:29.863775584Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:30.934383723Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:31.978964176Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:32.794371016Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:33.116560477Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:33.116642579Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:34.142534662Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:34.154450176Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:35.226484748Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:35.23593194Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:36.296847241Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:36.306613275Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:37.376748939Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:37.389206466Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:43.921327631Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:43.925627094Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:45.01083641Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:45.016367623Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:46.098996699Z,LoRa/ab/cm,49
,LAPTOP-8866L08J,2024-04-28T15:54:46.09899724Z,LoRa/ab/cm,49
